Run,Assay Type,AvgSpotLen,Bases,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_store_temp,Sample Name,Sample_name,SRA Study,temp
DRR715639,AMPLICON,246,3214004,SAMD01602794,MIMS.me.miscellaneous,1852966,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695660,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0861,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:29:00Z,1,-20,SAMD01602794,HS3_S_0861,DRP017300,30
DRR715640,AMPLICON,246,3390509,SAMD01602795,MIMS.me.miscellaneous,1936193,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695661,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0862,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:34:00Z,1,-20,SAMD01602795,HS3_S_0862,DRP017300,30
DRR715641,AMPLICON,246,3370800,SAMD01602796,MIMS.me.miscellaneous,1896921,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695662,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0863,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:28:00Z,1,-20,SAMD01602796,HS3_S_0863,DRP017300,30
DRR715642,AMPLICON,246,4265256,SAMD01602797,MIMS.me.miscellaneous,2458802,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695663,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0864,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:30:00Z,1,-20,SAMD01602797,HS3_S_0864,DRP017300,30
DRR715643,AMPLICON,246,3625823,SAMD01602798,MIMS.me.miscellaneous,2136896,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695664,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0865,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:37:00Z,1,-20,SAMD01602798,HS3_S_0865,DRP017300,30
DRR715644,AMPLICON,246,4152013,SAMD01602799,MIMS.me.miscellaneous,2439658,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695665,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0866,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:28:00Z,1,-20,SAMD01602799,HS3_S_0866,DRP017300,30
DRR715645,AMPLICON,246,3316933,SAMD01602800,MIMS.me.miscellaneous,1902990,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695666,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0867,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:29:00Z,1,-20,SAMD01602800,HS3_S_0867,DRP017300,30
DRR715646,AMPLICON,246,2942517,SAMD01602801,MIMS.me.miscellaneous,1714186,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695667,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0868,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:38:00Z,1,-20,SAMD01602801,HS3_S_0868,DRP017300,30
DRR715647,AMPLICON,246,2807257,SAMD01602802,MIMS.me.miscellaneous,1966147,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695668,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0869,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:32:00Z,1,-20,SAMD01602802,HS3_S_0869,DRP017300,30
DRR715648,AMPLICON,246,3374918,SAMD01602803,MIMS.me.miscellaneous,2157766,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695669,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0870,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:28:00Z,1,-20,SAMD01602803,HS3_S_0870,DRP017300,30
DRR715649,AMPLICON,246,3039407,SAMD01602804,MIMS.me.miscellaneous,1802128,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695670,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0871,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:29:00Z,1,-20,SAMD01602804,HS3_S_0871,DRP017300,30
DRR715650,AMPLICON,246,2631490,SAMD01602805,MIMS.me.miscellaneous,1513307,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695671,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0872,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:28:00Z,1,-20,SAMD01602805,HS3_S_0872,DRP017300,30
DRR715651,AMPLICON,246,1305425,SAMD01602806,MIMS.me.miscellaneous,1083276,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695672,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0873,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:34:00Z,1,-20,SAMD01602806,HS3_S_0873,DRP017300,30
DRR715652,AMPLICON,246,8026918,SAMD01602807,MIMS.me.miscellaneous,4865381,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695673,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0874,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:35:00Z,1,-20,SAMD01602807,HS3_S_0874,DRP017300,30
DRR715653,AMPLICON,246,2571508,SAMD01602808,MIMS.me.miscellaneous,1897001,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695674,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0875,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:34:00Z,1,-20,SAMD01602808,HS3_S_0875,DRP017300,30
DRR715654,AMPLICON,246,4774137,SAMD01602809,MIMS.me.miscellaneous,2679138,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695675,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0876,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:36:00Z,1,-20,SAMD01602809,HS3_S_0876,DRP017300,30
DRR715655,AMPLICON,246,4151008,SAMD01602810,MIMS.me.miscellaneous,2369886,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695676,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0877,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:29:00Z,1,-20,SAMD01602810,HS3_S_0877,DRP017300,30
DRR715656,AMPLICON,246,3019360,SAMD01602811,MIMS.me.miscellaneous,1970605,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695677,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0878,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:44:00Z,1,-20,SAMD01602811,HS3_S_0878,DRP017300,30
DRR715657,AMPLICON,246,4510304,SAMD01602812,MIMS.me.miscellaneous,2531146,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695678,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0879,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:28:00Z,1,-20,SAMD01602812,HS3_S_0879,DRP017300,30
DRR715658,AMPLICON,246,2949692,SAMD01602813,MIMS.me.miscellaneous,1835228,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695679,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0880,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:30:00Z,1,-20,SAMD01602813,HS3_S_0880,DRP017300,30
DRR715659,AMPLICON,246,3225004,SAMD01602814,MIMS.me.miscellaneous,1819062,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695680,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0881,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:26:00Z,1,-20,SAMD01602814,HS3_S_0881,DRP017300,30
DRR715660,AMPLICON,246,3943495,SAMD01602815,MIMS.me.miscellaneous,2237038,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695681,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0882,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:43:00Z,1,-20,SAMD01602815,HS3_S_0882,DRP017300,30
DRR715661,AMPLICON,246,2046004,SAMD01602816,MIMS.me.miscellaneous,1338249,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695682,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0883,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:28:00Z,1,-20,SAMD01602816,HS3_S_0883,DRP017300,30
DRR715662,AMPLICON,246,3291466,SAMD01602817,MIMS.me.miscellaneous,1948089,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695683,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0884,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:38:00Z,1,-20,SAMD01602817,HS3_S_0884,DRP017300,30
DRR715663,AMPLICON,246,3380062,SAMD01602818,MIMS.me.miscellaneous,1957563,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695684,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0885,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:32:00Z,1,-20,SAMD01602818,HS3_S_0885,DRP017300,30
DRR715664,AMPLICON,246,2871740,SAMD01602819,MIMS.me.miscellaneous,1858667,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695685,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0886,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:39:00Z,1,-20,SAMD01602819,HS3_S_0886,DRP017300,30
DRR715665,AMPLICON,246,3462738,SAMD01602820,MIMS.me.miscellaneous,1978855,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695686,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0887,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:38:00Z,1,-20,SAMD01602820,HS3_S_0887,DRP017300,30
DRR715666,AMPLICON,246,2967316,SAMD01602821,MIMS.me.miscellaneous,1911959,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695687,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0888,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:36:00Z,1,-20,SAMD01602821,HS3_S_0888,DRP017300,30
DRR715667,AMPLICON,246,3014436,SAMD01602822,MIMS.me.miscellaneous,1707539,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695688,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0889,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:43:00Z,1,-20,SAMD01602822,HS3_S_0889,DRP017300,30
DRR715668,AMPLICON,246,1868379,SAMD01602823,MIMS.me.miscellaneous,1102326,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695689,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0890,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:42:00Z,1,-20,SAMD01602823,HS3_S_0890,DRP017300,30
DRR715669,AMPLICON,246,3330659,SAMD01602824,MIMS.me.miscellaneous,1881643,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695690,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0891,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:40:00Z,1,-20,SAMD01602824,HS3_S_0891,DRP017300,30
DRR715670,AMPLICON,246,3009177,SAMD01602825,MIMS.me.miscellaneous,2096227,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695691,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0892,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:39:00Z,1,-20,SAMD01602825,HS3_S_0892,DRP017300,30
DRR715671,AMPLICON,246,4178167,SAMD01602826,MIMS.me.miscellaneous,2430869,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695692,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0893,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:39:00Z,1,-20,SAMD01602826,HS3_S_0893,DRP017300,30
DRR715672,AMPLICON,246,1594955,SAMD01602827,MIMS.me.miscellaneous,1271743,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695693,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0894,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:43:00Z,1,-20,SAMD01602827,HS3_S_0894,DRP017300,30
DRR715673,AMPLICON,246,3278268,SAMD01602828,MIMS.me.miscellaneous,1828895,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695694,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0895,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:43:00Z,1,-20,SAMD01602828,HS3_S_0895,DRP017300,30
DRR715674,AMPLICON,246,4808868,SAMD01602829,MIMS.me.miscellaneous,2696580,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695695,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0896,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:36:00Z,1,-20,SAMD01602829,HS3_S_0896,DRP017300,30
DRR715675,AMPLICON,246,1556577,SAMD01602830,MIMS.me.miscellaneous,1213062,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695696,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0897,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:34:00Z,1,-20,SAMD01602830,HS3_S_0897,DRP017300,30
DRR715676,AMPLICON,246,2924737,SAMD01602831,MIMS.me.miscellaneous,1721912,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695697,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0898,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:27:00Z,1,-20,SAMD01602831,HS3_S_0898,DRP017300,30
DRR715677,AMPLICON,246,3049831,SAMD01602832,MIMS.me.miscellaneous,1925952,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695698,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0899,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:41:00Z,1,-20,SAMD01602832,HS3_S_0899,DRP017300,30
DRR715678,AMPLICON,246,2767230,SAMD01602833,MIMS.me.miscellaneous,1612270,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695699,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0900,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:37:00Z,1,-20,SAMD01602833,HS3_S_0900,DRP017300,30
DRR715679,AMPLICON,246,3267615,SAMD01602834,MIMS.me.miscellaneous,1844367,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695700,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0901,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:29:00Z,1,-20,SAMD01602834,HS3_S_0901,DRP017300,30
DRR715680,AMPLICON,246,3523899,SAMD01602835,MIMS.me.miscellaneous,2023071,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695701,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0902,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:37:00Z,1,-20,SAMD01602835,HS3_S_0902,DRP017300,30
DRR715681,AMPLICON,246,3527950,SAMD01602836,MIMS.me.miscellaneous,2009408,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695702,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0903,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:44:00Z,1,-20,SAMD01602836,HS3_S_0903,DRP017300,30
DRR715682,AMPLICON,246,3202525,SAMD01602837,MIMS.me.miscellaneous,1851828,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695703,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0904,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:37:00Z,1,-20,SAMD01602837,HS3_S_0904,DRP017300,30
DRR715683,AMPLICON,246,3807774,SAMD01602838,MIMS.me.miscellaneous,2554707,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695704,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0905,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:30:00Z,1,-20,SAMD01602838,HS3_S_0905,DRP017300,30
DRR715684,AMPLICON,246,3700219,SAMD01602839,MIMS.me.miscellaneous,2100677,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695705,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0906,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:39:00Z,1,-20,SAMD01602839,HS3_S_0906,DRP017300,30
DRR715685,AMPLICON,246,2201896,SAMD01602840,MIMS.me.miscellaneous,1350132,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695706,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0907,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:39:00Z,1,-20,SAMD01602840,HS3_S_0907,DRP017300,30
DRR715686,AMPLICON,246,4373648,SAMD01602841,MIMS.me.miscellaneous,2511380,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695707,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0908,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:30:00Z,1,-20,SAMD01602841,HS3_S_0908,DRP017300,30
DRR715687,AMPLICON,246,3737090,SAMD01602842,MIMS.me.miscellaneous,2141458,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695708,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0909,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:29:00Z,1,-20,SAMD01602842,HS3_S_0909,DRP017300,30
DRR715688,AMPLICON,246,4647589,SAMD01602843,MIMS.me.miscellaneous,2693508,KYOTO UNIVERSITY,2023-02-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,DRX695709,uncalculated,uncalculated,missing: lab stock,Illumina MiSeq,not applicable,HS3_S_0910,SINGLE,PCR,METAGENOMIC,mixed culture metagenome,ILLUMINA,2026-03-27T00:00:00Z,2026-03-27T19:39:00Z,1,-20,SAMD01602843,HS3_S_0910,DRP017300,30
