Sample_name,Day,Location,Source,Inoculum_density,Plate_position
HS3_W_2131,12,e5,water,0.01,3
HS3_W_2132,12,g5,water,0.01,3
HS3_W_2133,12,i5,water,0.01,3
HS3_W_2134,12,k5,water,0.01,3
HS3_W_2135,12,m5,water,0.01,3
HS3_W_2136,12,o5,water,0.01,3
HS3_W_2137,12,a7,water,0.01,3
HS3_W_2138,12,c7,water,0.01,3
HS3_W_2139,12,e7,water,0.01,3
HS3_W_2140,12,g7,water,0.01,3
HS3_W_2141,12,i7,water,0.01,3
HS3_W_2142,12,k7,water,0.01,3
HS3_W_2143,12,m7,water,0.01,3
HS3_W_2144,12,o7,water,0.01,3
HS3_W_2145,12,a9,water,0.01,3
HS3_W_2146,12,c9,water,0.01,3
HS3_W_2147,12,e9,water,0.01,3
HS3_W_2148,12,g9,water,0.01,3
HS3_W_2149,12,i9,water,0.01,3
HS3_W_2150,12,k9,water,0.01,3
HS3_W_2151,12,m9,water,0.01,3
HS3_W_2152,12,o9,water,0.01,3
HS3_W_2153,12,a11,water,0.01,3
HS3_W_2154,12,c11,water,0.01,3
HS3_W_2155,12,e11,water,0.01,3
HS3_W_2156,12,g11,water,0.01,3
HS3_W_2157,12,i11,water,0.01,3
HS3_W_2158,12,k11,water,0.01,3
HS3_W_2159,12,m11,water,0.01,3
HS3_W_2160,12,o11,water,0.01,3
HS3_W_2161,12,a13,water,0.01,3
HS3_W_2162,12,c13,water,0.01,3
HS3_W_2163,12,e13,water,0.01,3
HS3_W_2164,12,g13,water,0.01,3
HS3_W_2165,12,i13,water,0.01,3
HS3_W_2166,12,k13,water,0.01,3
HS3_W_2167,12,m13,water,0.01,3
HS3_W_2168,12,o13,water,0.01,3
HS3_W_2169,12,a15,water,0.01,3
HS3_W_2170,12,c15,water,0.01,3
HS3_W_2171,12,e15,water,0.01,3
HS3_W_2172,12,g15,water,0.01,3
HS3_W_2173,12,i15,water,0.01,3
HS3_W_2174,12,k15,water,0.01,3
HS3_W_2175,12,m15,water,0.01,3
HS3_W_2176,12,o15,water,0.01,3
HS3_W_2177,12,a17,water,0.01,3
HS3_W_2178,12,c17,water,0.01,3
HS3_W_2179,12,e17,water,0.01,3
HS3_W_2180,12,g17,water,0.01,3
HS3_W_2181,12,i17,water,0.01,3
HS3_W_2182,12,k17,water,0.01,3
HS3_W_2183,12,m17,water,0.01,3
HS3_W_2184,12,o17,water,0.01,3
HS3_W_2185,12,a19,water,0.01,3
HS3_W_2186,12,c19,water,0.01,3
HS3_W_2187,12,e19,water,0.01,3
HS3_W_2188,12,g19,water,0.01,3
HS3_W_2189,12,i19,water,0.01,3
HS3_W_2190,12,k19,water,0.01,3
HS3_W_2191,12,m19,water,0.01,3
HS3_W_2192,12,o19,water,0.01,3
HS3_W_2193,12,a21,water,0.01,3
HS3_W_2194,12,c21,water,0.01,3
HS3_W_2195,12,e21,water,0.01,3
HS3_W_2196,12,g21,water,0.01,3
HS3_W_2197,12,i21,water,0.01,3
HS3_W_2198,12,k21,water,0.01,3
HS3_W_2199,12,m21,water,0.01,3
HS3_W_2200,12,o21,water,0.01,3
HS3_W_2201,12,a23,water,0.01,3
HS3_W_2202,12,c23,water,0.01,3
HS3_W_2203,12,e23,water,0.01,3
HS3_W_2204,12,g23,water,0.01,3
HS3_W_2205,12,i23,water,0.01,3
HS3_W_2206,12,k23,water,0.01,3
HS3_W_2207,12,m23,water,0.01,3
HS3_W_2208,12,o23,water,0.01,3
HS3_W_2209,12,b1,water,0.001,4
HS3_W_2210,12,d1,water,0.001,4
HS3_W_2211,12,f1,water,0.001,4
HS3_W_2212,12,h1,water,0.001,4
HS3_W_2213,12,j1,water,0.001,4
HS3_W_2214,12,l1,water,0.001,4
HS3_W_2215,12,n1,water,0.001,4
HS3_W_2216,12,p1,water,0.001,4
HS3_W_2217,12,b3,water,0.001,4
HS3_W_2218,12,d3,water,0.001,4
HS3_W_2219,12,f3,water,0.001,4
HS3_W_2220,12,h3,water,0.001,4
HS3_W_2221,12,j3,water,0.001,4
HS3_W_2222,12,l3,water,0.001,4
HS3_W_2223,12,n3,water,0.001,4
HS3_W_2224,12,p3,water,0.001,4
HS3_W_2225,12,b5,water,0.001,4
HS3_W_2226,12,d5,water,0.001,4
HS3_W_2227,12,f5,water,0.001,4
HS3_W_2228,12,h5,water,0.001,4
HS3_W_2229,12,j5,water,0.001,4
HS3_W_2230,12,l5,water,0.001,4
HS3_W_2231,12,n5,water,0.001,4
HS3_W_2232,12,p5,water,0.001,4
HS3_W_2233,12,b7,water,0.001,4
HS3_W_2234,12,d7,water,0.001,4
HS3_W_2235,12,f7,water,0.001,4
HS3_W_2236,12,h7,water,0.001,4
HS3_W_2237,12,j7,water,0.001,4
HS3_W_2238,12,l7,water,0.001,4
HS3_W_2239,12,n7,water,0.001,4
HS3_W_2240,12,p7,water,0.001,4
HS3_W_2241,12,b9,water,0.001,4
HS3_W_2242,12,d9,water,0.001,4
HS3_W_2243,12,f9,water,0.001,4
HS3_W_2244,12,h9,water,0.001,4
HS3_W_2245,12,j9,water,0.001,4
HS3_W_2246,12,l9,water,0.001,4
HS3_W_2247,12,n9,water,0.001,4
HS3_W_2248,12,p9,water,0.001,4
HS3_W_2249,12,b11,water,0.001,4
HS3_W_2250,12,d11,water,0.001,4
HS3_W_2251,12,f11,water,0.001,4
HS3_W_2252,12,h11,water,0.001,4
HS3_W_2253,12,j11,water,0.001,4
HS3_W_2254,12,l11,water,0.001,4
HS3_W_2255,12,n11,water,0.001,4
HS3_W_2256,12,p11,water,0.001,4
HS3_W_2257,12,b13,water,0.001,4
HS3_W_2258,12,d13,water,0.001,4
HS3_W_2259,12,f13,water,0.001,4
HS3_W_2260,12,h13,water,0.001,4
HS3_W_2261,12,j13,water,0.001,4
HS3_W_2262,12,l13,water,0.001,4
HS3_W_2263,12,n13,water,0.001,4
HS3_W_2264,12,p13,water,0.001,4
HS3_W_2265,12,b15,water,0.001,4
HS3_W_2266,12,d15,water,0.001,4
HS3_W_2267,12,f15,water,0.001,4
HS3_W_2268,12,h15,water,0.001,4
HS3_W_2269,12,j15,water,0.001,4
HS3_W_2270,12,l15,water,0.001,4
HS3_W_2271,12,n15,water,0.001,4
HS3_W_2272,12,p15,water,0.001,4
HS3_W_2273,12,b17,water,0.001,4
HS3_W_2274,12,d17,water,0.001,4
HS3_W_2275,12,f17,water,0.001,4
HS3_W_2276,12,h17,water,0.001,4
HS3_W_2277,12,j17,water,0.001,4
HS3_W_2278,12,l17,water,0.001,4
HS3_W_2279,12,n17,water,0.001,4
HS3_W_2280,12,p17,water,0.001,4
HS3_W_2281,12,b19,water,0.001,4
HS3_W_2282,12,d19,water,0.001,4
HS3_W_2283,12,f19,water,0.001,4
HS3_W_2284,12,h19,water,0.001,4
HS3_W_2285,12,j19,water,0.001,4
HS3_W_2286,12,l19,water,0.001,4
HS3_W_2287,12,n19,water,0.001,4
HS3_W_2288,12,p19,water,0.001,4
HS3_W_2289,12,b21,water,0.001,4
HS3_W_2290,12,d21,water,0.001,4
HS3_W_2291,12,f21,water,0.001,4
HS3_W_2292,12,h21,water,0.001,4
HS3_W_2293,12,j21,water,0.001,4
HS3_W_2294,12,l21,water,0.001,4
HS3_W_2295,12,n21,water,0.001,4
HS3_W_2296,12,p21,water,0.001,4
HS3_W_2297,12,b23,water,0.001,4
HS3_W_2298,12,d23,water,0.001,4
HS3_W_2299,12,f23,water,0.001,4
HS3_W_2300,12,h23,water,0.001,4
HS3_W_2301,12,j23,water,0.001,4
HS3_W_2302,12,l23,water,0.001,4
HS3_W_2303,12,n23,water,0.001,4
HS3_W_2304,12,p23,water,0.001,4
